owner,wd_time,n_sells_72h,usd_sold_72h,first_sell_time,dumped
0x3f37f1d07ebba3ebb40e796eb6955503912409d3,2023-03-12 21:53:59.000 UTC,0,0,,0
0x88753b6509fb3156cd6aab4b8358588ff9f2ed62,2023-03-14 10:36:35.000 UTC,0,0,,0
0x233c30557debee2779ac6254d7caf0c523b38831,2023-03-10 21:09:47.000 UTC,0,0,,0
0x159c1fcc4aa34ffcd0cb9e5a6d34051a82c119b0,2023-03-11 22:15:47.000 UTC,0,0,,0
0x127e0464b6eca624f09b9292c4f33e4a829ea5d9,2023-03-13 01:41:59.000 UTC,0,0,,0
0x66b870ddf78c975af5cd8edc6de25eca81791de1,2023-03-11 10:02:47.000 UTC,0,0,,0
0xb7f71eeb90ba9fafa61f5bb157210d161c3984da,2023-03-13 12:02:35.000 UTC,0,0,,0
0xd0f82e5c2bcad488535d579d70862c05caf68e15,2023-03-13 17:01:23.000 UTC,0,0,,0
0xc75b143301cf47a3ad096ed904f5e3f0831a57fb,2023-03-14 15:25:47.000 UTC,0,0,,0
0x13873fa4b7771f3492825b00d1c37301ff41c348,2023-03-10 03:03:47.000 UTC,0,0,,0
0x32e8d4c9d1b711bc958d0ce8d14b41f77bb03a64,2023-03-10 05:15:23.000 UTC,0,0,,0
0xb0399dac8f4d4100b49b2a7b3873481114229d18,2023-03-12 23:26:47.000 UTC,0,0,,0
0xb5445fd92d56241592086ee7445f3ea54510ea96,2023-03-11 13:47:59.000 UTC,0,0,,0
0x1bf3830ec2dd2034cf75049b16de186336ee368d,2023-03-11 03:53:23.000 UTC,0,0,,0
0x0ce7a2723f85d55d60fdf68ab3749ee85eae1001,2023-03-11 02:18:59.000 UTC,0,0,,0
0x87f3838742e5ff8958d7ce92aff4ecf07a1edcc8,2023-03-11 08:57:35.000 UTC,0,0,,0
0xc9cce03b4a39ca38344be4b071b773072d906666,2023-03-11 14:31:47.000 UTC,0,0,,0
0xf1119caa3d3fcff3dff32e8164878e6898ff0bf0,2023-03-10 01:31:59.000 UTC,0,0,,0
0xf362b9af46e734a37f422c4a3a14e945cbf992d1,2023-03-14 04:33:23.000 UTC,0,0,,0
0xbd64fdd80451ebf63907c84fa1451e1e7922471f,2023-03-11 01:53:11.000 UTC,0,0,,0
0xee7ca610d896c53ffe716b801c05748efd902954,2023-03-10 01:20:35.000 UTC,0,0,,0
0x3647b8d438feb4af8d5a6873f51fd19e1782dae0,2023-03-14 12:55:35.000 UTC,0,0,,0
0x985600507c788bf052badada9a7e02d776f95d17,2023-03-10 20:44:11.000 UTC,0,0,,0
0xcb43812d4526e0a855c70ba886d01dd7d44b94e8,2023-03-14 09:47:23.000 UTC,0,0,,0
0xf471cb4abb22e416e44533ac5b2c9cf3747ac9d2,2023-03-11 18:57:35.000 UTC,0,0,,0
0xce4a3cf42687c08308641969b4ecd60293ed03ff,2023-03-10 20:49:35.000 UTC,0,0,,0
0x7e23c6ab8e21213f4a470df979d8e7348d30f756,2023-03-13 13:00:47.000 UTC,0,0,,0
0xc76360fa705335e60c2b8b17d4556c935c597199,2023-03-12 19:32:11.000 UTC,0,0,,0
0x74b3691ebc3fb083e36065a1986d6c490b13e95a,2023-03-11 01:33:35.000 UTC,0,0,,0
0x8072a79785418ab2920b354174d11d2ccd400148,2023-03-11 07:16:59.000 UTC,0,0,,0
0xf5e2d071c564bd31ae06badcdb6d1201ae3fb2dc,2023-03-14 07:59:47.000 UTC,0,0,,0
0x0abbf77da112cd7f0316663aca1a1107cb4ef6d7,2023-03-12 21:14:59.000 UTC,0,0,,0
0x8b8308e2a7b99e1c2cfe08f9a105f1def360c8b7,2023-03-09 08:10:23.000 UTC,0,0,,0
0xe41db1e904d33b4de80af9d27436f1e86f4a3eff,2023-03-10 10:57:47.000 UTC,0,0,,0
0x9178558bdc75b3ac1ba78d9cba989a5532e06679,2023-03-10 22:42:23.000 UTC,0,0,,0
0x6a7dc166975e25098fe30c26242517d9dba1f771,2023-03-10 19:15:59.000 UTC,0,0,,0
0xdebf20617708857ebe4f679508e7b7863a8a8eee,2023-03-09 06:13:23.000 UTC,0,0,,0
0x03a76f1dd992dd58314c399e33065fd5434b71d7,2023-03-11 09:22:23.000 UTC,0,0,,0
0xdcd0f3a9e286f15ec534bf85d82fca936265bf1f,2023-03-11 05:17:47.000 UTC,0,0,,0
0xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de,2023-03-10 21:30:59.000 UTC,0,0,,0
0x9be49fb0c8b86c5cd35b79a9f04cf537ba9f1710,2023-03-11 14:25:47.000 UTC,0,0,,0
0xd688d9553389384555b3c3f7a351a885f73c1dc1,2023-03-11 12:48:59.000 UTC,0,0,,0
0xe8be34e506193b754e1f7bc9fcf90bc390d6c3ee,2023-03-09 22:11:11.000 UTC,0,0,,0
0x6abbf31304371b64ad96652c4dfdbae989656ddf,2023-03-11 09:05:35.000 UTC,0,0,,0
0xa4ca1b15fe81f57cb2d3f686c7b13309906cd37b,2023-03-10 23:14:23.000 UTC,0,0,,0
0xc7373c864c5764dd0674e6dfc7641e5142ae38c8,2023-03-10 20:48:23.000 UTC,0,0,,0
0x7cb62ef8c140de49cf3298e5b5b9e3c117848dfa,2023-03-11 08:49:23.000 UTC,0,0,,0
0xeeef86fa450f05426d9e6d7a59466e15766b6560,2023-03-11 09:59:35.000 UTC,0,0,,0
0x512daa85f8d2c863d0cfc8f65ab7842629d409f6,2023-03-11 07:44:47.000 UTC,0,0,,0
0xa0894a415c4f246ce95bae718849579c099cc1d2,2023-03-10 10:02:23.000 UTC,0,0,,0
0x08c584f87f4ab9c0d2fce05f276535cd3fc668fa,2023-03-11 03:04:59.000 UTC,0,0,,0
0x09961f52710671b845327ab7f844ebef7ac6ea47,2023-03-12 22:38:23.000 UTC,0,0,,0
0xb748952c7bc638f31775245964707bcc5ddfabfc,2023-03-09 10:21:23.000 UTC,0,0,,0
0xe4414756f4115aa1d83294ebab73910e6bcc0206,2023-03-11 01:52:11.000 UTC,0,0,,0
0x15441e298a22ba6d4e95b77a3f511e76dbade87f,2023-03-12 20:13:59.000 UTC,0,0,,0
0xc3c747d7acf6f7d097faffa7053ff97910c8a52d,2023-03-11 11:25:35.000 UTC,0,0,,0
0x7fb9f4195ca327b8b4e1843a0ff4522d9393c577,2023-03-12 07:12:35.000 UTC,0,0,,0
0x1032ffa8a8a0abb6134839f8c4a1944c91a8a68a,2023-03-13 01:16:47.000 UTC,0,0,,0
0x1cd14801537a3d1550b7e30a9ed59bf68d8cbc84,2023-03-09 21:18:59.000 UTC,0,0,,0
0x0353da8b9b67cfa5b41dd29e6da4fa171da02a99,2023-03-10 01:19:23.000 UTC,0,0,,0
0xcb63e4f7080506fcc33fc44072a3600bdd81f165,2023-03-13 00:02:47.000 UTC,0,0,,0
0x2fd55b9133b3343d52a2d38e30a43db9126b1eb4,2023-03-12 19:21:47.000 UTC,0,0,,0
0x3ee8a025fb8cf12a0a6c6027fd40caabbbd8e2fb,2023-03-09 15:36:35.000 UTC,0,0,,0
0xa0e712aed150d0afbcbedc83a1b9a903b621b42e,2023-03-11 18:11:59.000 UTC,0,0,,0
0xdafca7a5e3b67b8f36c1fdd7691ed85bbb54cc18,2023-03-14 14:46:47.000 UTC,0,0,,0
0xbf2be2410a02eaacb81d979c48c4200434e015bd,2023-03-12 15:10:59.000 UTC,0,0,,0
0x55fe70792bfa23a8907e6e666f5e3415f2fd3ab5,2023-03-10 01:28:59.000 UTC,0,0,,0
0x2674341d40b445c21287b81c4bc95ec8e358f7e8,2023-03-11 01:34:11.000 UTC,0,0,,0
0x1fb22b11edb72229edbab4fc609090db0b4db422,2023-03-14 02:07:35.000 UTC,0,0,,0
0xc80641bfb3a567e266605323334114307eb9c347,2023-03-11 06:48:35.000 UTC,0,0,,0
0xadb666fcd6a832a7735e8aad1926bd25027f5fbf,2023-03-11 02:58:35.000 UTC,0,0,,0
0xf1c206dd83ee2b8e6ea675cf827c93c58486b972,2023-03-11 12:16:35.000 UTC,0,0,,0
0x519ebedcb61498e2ebabe8d8b9ff8b168fa5fb3b,2023-03-11 04:54:59.000 UTC,0,0,,0
0xb5984127f94fe8649d9d9c9e84907f70c185aa5e,2023-03-13 23:05:23.000 UTC,0,0,,0
0x8594d7a13bd4da9bc6bab2a2383fefbe039499ee,2023-03-11 12:58:59.000 UTC,0,0,,0
0xdc16c1cea9bc13c38502f49eeb9cfa6fb118d7db,2023-03-11 01:52:23.000 UTC,0,0,,0
0xf8136974108d386c17a465f604607a29c19f2eeb,2023-03-10 20:47:11.000 UTC,0,0,,0
0x6ccd1bd47dcaa73887519034cad8701d459936b9,2023-03-10 21:16:23.000 UTC,0,0,,0
0x723354d40971e2554ed97ba2f28441fd9bd9d666,2023-03-11 02:32:11.000 UTC,0,0,,0
0x5948de29bf989a1b5a7587c5f64624655c86a542,2023-03-10 02:11:47.000 UTC,0,0,,0
0x5e3026fb980f7a4aa10bd16cd7e6dfadbbae65c4,2023-03-10 18:30:11.000 UTC,0,0,,0
0xd8af19cec55374cf424f98effe9c40fd45128ad1,2023-03-12 22:57:47.000 UTC,0,0,,0
0x57adcebf3acd6d7cec940b60e7eed8fc4cb05e70,2023-03-14 22:38:47.000 UTC,0,0,,0
0x35a807f9dd68c7b03a992477f85cf5a08ee9a69e,2023-03-10 03:29:11.000 UTC,0,0,,0
0xfbe87d602f7d7dd511349be4acf58842392124a0,2023-03-09 00:01:59.000 UTC,0,0,,0
0x40b6df5f6217fb1a1beaf8fdbb9572304aa78c4d,2023-03-11 02:23:23.000 UTC,0,0,,0
0x805bcd80cb4b6453e09313b372a7b62d1261af49,2023-03-13 17:04:11.000 UTC,0,0,,0
0xb1bd5762faf7d6f86f965a3ff324bd81bb746d00,2023-03-11 23:47:47.000 UTC,0,0,,0
0x9166c0793703456560d405902591155ec84f4446,2023-03-12 08:06:35.000 UTC,0,0,,0
0xb71cd2a879c8d887ea8d75155ff51116178641c0,2023-03-13 06:19:35.000 UTC,0,0,,0
0x72b203e4f758cdb80ca5bcaa2a1e2c4df12d9dc4,2023-03-11 03:45:47.000 UTC,0,0,,0
0x1eab3b222a5b57474e0c237e7e1c4312c1066855,2023-03-11 06:49:11.000 UTC,0,0,,0
0x2747363d886c7fdcc5187217f1ca493922aa4940,2023-03-09 15:34:11.000 UTC,0,0,,0
0x1640e916e10610ba39aac5cd8a08acf3ccae1a4c,2023-03-11 05:54:47.000 UTC,0,0,,0
0x1b3ede8d998706f30f3b23a6be71be3ee6d331bc,2023-03-12 21:06:59.000 UTC,0,0,,0
0xaa58d64f9ca0d6436f903a4d590ad8e5982c8030,2023-03-10 20:46:23.000 UTC,0,0,,0
0x71e4627ee0e412842e8f799912f0ac2c74dc5ec5,2023-03-11 06:04:59.000 UTC,0,0,,0
0x6c86b9442246ff449eb67b969c4fa51f43253858,2023-03-10 21:24:47.000 UTC,0,0,,0
0x385a72e28a999bc261fc4196287328121c475575,2023-03-12 03:12:47.000 UTC,0,0,,0
0x163407fda1a93941358c1bfda39a868599553b6d,2023-03-11 06:46:23.000 UTC,0,0,,0
0xe101fa89c4b50befff65bb4c2ac15f6aeb1910c5,2023-03-11 13:13:23.000 UTC,0,0,,0
0xc2944a3505a08f2facf006800e38818a52216f4b,2023-03-11 15:17:35.000 UTC,0,0,,0
0x0f7494e3e1215af0fa0c4f2d073c496db58c10f2,2023-03-10 23:01:23.000 UTC,0,0,,0
0xa32f9fb776bdccc63fd1f87917225dedfe5548d5,2023-03-14 08:06:47.000 UTC,0,0,,0
0x171c53d55b1bcb725f660677d9e8bad7fd084282,2023-03-13 00:34:59.000 UTC,0,0,,0
0x624ed28e12d3d010929cb2a400af73656d1f13dc,2023-03-13 22:45:11.000 UTC,0,0,,0
0x1109297e392d92c1613fdbdf30579a0215c20da9,2023-03-11 19:37:11.000 UTC,0,0,,0
0x942f2d75e01fa5eaf9e127b22326c12311ac5bc1,2023-03-11 10:51:47.000 UTC,0,0,,0
0x05c870783da238c5bd0cb7322fb7397afbb97f29,2023-03-12 03:43:47.000 UTC,0,0,,0
0x17e033bdf1b0a9b2fc0d0d270fa8a1e5e460b782,2023-03-11 03:54:23.000 UTC,0,0,,0
0xf6606a5f64af907dc2b56abbd3df465bef5a2ea3,2023-03-11 10:28:23.000 UTC,0,0,,0
0xabc9ba2ca9ecc3aed48399643ff59592daa1cb97,2023-03-11 02:46:59.000 UTC,0,0,,0
