owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0xe1d18ae098ffb1ad301e0609180f155b329a710a,366747.37656500004,5170,2020,0,,0
0x28295c9585db3066e5a9b70024c81c8a3947e2fe,357162.826101,84,614,0,,0
0x8a552e8e9805b003bb1474bd1543c6e5c9591d6c,349850,62,1050,0,,0
0x75877ef85b709a5707844203e51efe71eac20585,340899.438021,25,302,1,19,30000
0xb8394cec97de746d3d706e7309ed2058661e046a,337000,184,719,0,,0
0xcbb6123bcd1e1ea9c0d54cdf4f95065c40ec1a04,336866.687696,626,933,1,18,70000
0xffa76fd5667ef2862e83524db62e9e8ceb991f69,334795.922044,313,762,0,,0
0x4061d0f768c7ffdc8dbfd72a520861ddfdf3c106,333686.39133,65,634,0,,0
0x8bda390c7226d229c39e29ba57b567fd7d8f9746,330568.804469,63,864,0,,0
0x458f80048c80d75c6bdcf4c07995a779d10565ee,327624.998846,97,419,1,106,329012.839423
0x63a51949c0f0e9f1c63546f6aae6eb8ce93d8254,319900,33,820,0,,0
0x80ec599cd733f2d247be19f792a30609a9a3dfdf,318613.479545,5,65,0,,0
0x6c96c6218fb371a66dd6e7b223c6c8af4379e7da,305000,437,2150,0,,0
0xf83e546bd2959c22f1715ecaffc03d39b8d0fa96,303098.412629,172,403,0,,0
0x6b27e75bffa03521fe692a170329ab2640aeaa2c,300783.212813,252,568,0,,0
0x2222afdb1c69772004c9e0052ae50cc05ad4aaaa,300718.8,17,96,1,26,100000
0x561f55c0831787748a1e01deb7a15fae2574a4ea,300000.312823,5,103,1,55,301863.274423
0x718b7f291bd4571077ca4debd89f0f33e8f407f3,300000,15,657,0,,0
0x60a287116bb328f5d753b6dc628c07a57ce25ce6,300000,155,881,0,,0
0xc458cb30b63c9d5aadbbbeb9efff839960dae5f6,300000,7,680,0,,0
0xa1885d546b892989df144c85680f1106fbb75ce8,297917.779553,367,1628,0,,0
0x5c072afdc73bcb793d8fb9945fa6328591f7bf5b,297785.8341550003,79,406,1,54,301535.521036
0xea8b0ed0ae8eca8ea32c92ca276304bbe2fca644,296653.241858,67,382,0,,0
0x93816fe09bb935d5844c421c87cecff340ae18ae,294455.867291,391,765,0,,0
0x8f45c2d94e9fffde3e1078259bbc5a211be8f5e7,291231.71931,1996,921,0,,0
0x611794512fd341635968b1aa8e1967d133c65878,290923.351332,8,50,0,,0
0x534f36e5bd7f747dd18e1d1c711d4a579d85a716,287045.426192,104,673,0,,0
0x3106ae092801cd7941c165c945ed1a8760a80000,283060.630855,38,709,0,,0
0x6af1c1d58fde9f266bd5129df4f8d3595b05a150,281903.256228,0,,0,,0
0x9bb58bc2add9ae79db82be953bc9316179dfda42,280429.22285200004,106,752,0,,0
0xdacc0fd259ce0de2829b38a0765970e7ab65346c,277577.11276399996,2103,2286,0,,0
0xad3844b1614fda88ab7bb02a806cafc87e5de2fb,273908.26347500004,137,817,0,,0
0x7aab5c914814c2f298ffe2b6b1d224ef6bf8e2a6,270182,718,781,0,,0
0xb23190e5e08772bbd8de4ec13b06069488522447,263689.606812,1062,434,0,,0
0xf97696816a052578034c268d6e5b69045f19470c,262001.922271,20,467,0,,0
0xe140bb5f424a53e0687bfc10f6845a5672d7e242,261563.84061999875,0,,0,,0
0x7bad5df5e11151dc5ee1a648800057c5c934c0d5,260697.32641299965,0,,1,55,5012.1298050000005
0x21fe646d1ed0733336f2d4d9b2fe67790a6099d9,257449.67971599998,0,,0,,0
0x0000000000007f150bd6f54c40a34d7c3d5e9f56,253300.000001,0,,0,,0
0x495f8bdacfbe7347131b7f8fd240d903daa2cc44,251420.835238,188,1555,0,,0
0x8c56b1fe76de0cf0e61428c4b839645c2d351890,251384.80036499997,441,803,0,,0
0x6264b7f05facadaf24b71a96e1df3f46a654b799,250499.67263299998,1482,1212,0,,0
0x7e86198eb7185a5e15174b65131b95265800ba73,247345.249929,8,49,1,49,248226.07257
0x1aa18a80822b3fbed557f279b8666bb4962ad6de,247000,1026,923,1,28,249532.054217
0xd26a639da331781046627e0903979862ede977ac,246750,3,94,0,,0
0x703af4684f155311796f1884e05a8096eda70202,245100,5,497,0,,0
0x09cf50574504d9dcf127e848a6058e8e0bb814aa,240761.79409200008,520,336,0,,0
0xdad67ee76fd7b63edbf776c24fb1e42911e388bd,236129.07410000003,28,1189,0,,0
0x11509858476e244679e31510edc999cf5673e3ca,234863.18210900002,60,880,0,,0
0xaf9f967373c63d4cb40fcb6bf4f79f2b716e23b6,233869.17810500003,102,723,0,,0
0x0b3af837e19a836d16fe90c74e934894a6f875f5,232894.02712400001,92,595,0,,0
0x3e3f00cac27d556357b250e889dc7c027fb7942b,232423.912274,872,870,0,,0
0x33cc1d8539436eacbd13d89edb2636966e33baec,232010.60429699998,171,286,0,,0
0xabc9b3af7ba302c60049dc826fb2532b37504196,232001.48626000003,531,952,0,,0
0xbb476a7e94dc81506f97a16aa20d0241a5cf6416,230000,112,266,0,,0
0x552702e9e7969eab6518426a94ab2813d4f36c86,229895.682948,143,406,1,88,251667.088474
0xf3fc15612598a5a2e6ab4e9029e979f5ca74b179,224710.54155999998,340,1014,0,,0
0xa9f6f345122b7fbfa08795b6579f0f803d1db8f6,223589.348951,236,841,0,,0
0x6f9424e7af8299dedbd0be7a6df0bd5e45ddae9c,222901.49849299993,1155,1351,0,,0
0x4b1859cd3a1f91dec726f23491da614a44eb83bd,220000,21,260,1,35,222819.120328
0xe8bf23b048392ae85a2d42650be3ef9c22f1e5dc,219791.428972,15,112,1,36,56876.951690999995
0xa20360cb622aa187e7f4d597482c798fede3a059,218109.02646200004,140,620,0,,0
0xa9328ce85c8548230e6277f662a920af89d566ac,216684.98995100008,62,764,0,,0
0x4e3f9fe856cf1d909ca2521b18ec5ae310d514a7,216258.164913,804,798,0,,0
0x0e7c381a918afa44276fe1b513cb1767046e05c4,216076.98815,340,1741,0,,0
0x230c40ff3dd28910a959fe135342ce9e8250ed12,215625.545494,989,1289,0,,0
0x58fc6a72e9f8253b24078f097af54a5dacbe9338,214224.62738,9,35,0,,0
0x46515111bee2d2a7ff4ba96aaaecb4d694a912fe,213836.954625,94,824,0,,0
0x80e78f3887136d9460f5a7944bc6e185a03c8677,212990.27028599998,176,760,0,,0
0x97138c2302289deae993b7ff163aa7617595f616,212645.061939,987,792,0,,0
0x73d17b6eb5f0d88113d83d788d2b5a35ec5b1660,212341.137563,597,953,0,,0
0xd4c825950b8e668f1f808927bc5c30e775143519,210085.86319300003,260,910,0,,0
0x8ec465b59d1e87d4d456876614dafea1bc218f6f,209996.8,51,166,0,,0
0xeef86c2e49e11345f1a693675df9a38f7d880c8f,209109.767594,0,,0,,0
0x3b9b511355dced4e22c11209c9320261f8a7c750,207617.665224,61,1032,0,,0
0x796c2d48e778d34f7b5220110dc88998b9956afe,204997.87157199997,274,895,0,,0
0x6405a9230b3dd32ef9dfcf198d514a806ec465e0,202486.472253,335,251,0,,0
0x495a0a1435fd1bf54d281dc028bead3a182db032,201738.512482,822,924,0,,0
0x4cf82fe8e0072d546729d005b08faeeab8528cb7,201610.63346000004,697,652,0,,0
0xf9c8c2f3a9bee63e2f221cf847084fe84962c515,200653.6699,2,36,0,,0
0xa260e339d4177256330449200ff5aba0c369b0d1,200000,2,671,0,,0
0x6c8df45bc51b5a0dbdb14b8c9625f7307365419f,200000,25,705,0,,0
0x4c5cc1c904e98a028a1560b367a02408a221da45,200000,19,673,0,,0
