owner,ever_borrowed,n_borrow,n_repay,net_open
0x323d65b33deabdd13637e31e938c802b19f703ba,0,0,0,0
0xf1119caa3d3fcff3dff32e8164878e6898ff0bf0,1,3,0,3
0x2db3865a9c07a651f5309525dd9f991cca9984f7,1,10,3,7
0x062d57e0bc118104375967a17d3e19b1dfed8432,1,2,2,0
0x97ca371d59bbfefdb391aa6dcbdf4455fec361f2,0,0,0,0
0xee6b71b0b9e8a2e7a30f3f966a41c8b414d5e2cc,0,0,0,0
0xd61daebc28274d1feaaf51f11179cd264e4105fb,1,1,1,0
0x9b910fcdac8648ad057d5408ad71d9c2e10eda16,1,1,1,0
0xc60c784a4556126720b113e12fe950163427499c,0,0,0,0
0x6000c527435c3c09fed6a7487fec72bb415f54cc,0,0,0,0
0x2dcc372e20e0c9920b4e2d7c51c80eb92271c209,1,3,2,1
0x5803879dc2871ff5b079bb4c41601c8789ca4f8c,0,0,0,0
0x617a6237588ea7bb12178df40a1c599151fde14d,1,2,1,1
0xb06d41e0d9ba915164ad1f521b1cc043df30fd97,0,0,0,0
0x0b375247de62dfd497a2c80e28190caafbd5907f,0,0,0,0
0xa6afebe6b3545de9148ac7078fb4d548f342fc78,0,0,0,0
0xd5c49af8d7f56c7debb9dcfc8b26a93b2db1a2f2,1,7,0,7
0x80ba6657792a3c38bc3fb821dd0e5e9df5df1cae,0,0,0,0
0x710fd6e84bbd947d000c7300506b46f03b748f45,0,0,0,0
0x3b17e0bec7d1a0348410f7706c5e775b029bd875,0,0,0,0
0xb32b894e5d0da9b302b512d670ecb99ac0a6273c,0,0,0,0
0xceae26674b188f473fb476e2604e98a70ddd1b4e,0,0,0,0
0x9031f95283052c8c87719c0eed458c7c3bb9ca1f,0,0,0,0
0x747811193cd339582929344c74e315339db57446,1,1,0,1
0xb0cbab033d6e273482e73eecc3daccb07ee15abd,0,0,0,0
0x59160ab27122b355b018eba064a302af5b1e753f,1,2,0,2
0xd2a807bfe2321dbc3d643247afd5899689abcfa7,0,0,0,0
0x354a09deb16919093910d301079aca7c70dc9099,0,0,0,0
0xcce524f0a33731ee49e4bc7c33addda9862d9dce,0,0,0,0
0x8fd581bba3e9e394a2a125453ea25421f025f4db,1,4,4,0
0x850fdab7c76cde1de8a0e4601cfd125cb28619ae,0,0,0,0
0xfe204ac50794e300675b6ba59c0af0f469332a07,0,0,0,0
0x017b3763b8a034f8655d46345e3eb42555e39064,1,59,67,-8
0xaccf1f9320cba94fba57127e56fcd5d38c27303a,1,53,32,21
0x1520941c3257d4c9ccb1ff783250458dda71980d,1,1,3,-2
0x6e61b7efc44e211408a4cde1941b8956bb60fa47,1,7,4,3
0xc3aa04578ab0a69ad833ea70b67cd91429c1a8f3,1,13,13,0
0xdf7eabacdb08452a75ce5e21aa5ee566f4bc46f6,1,1,1,0
0xf54f75716f8ace53a2ad0ef021e3182036dff8e1,1,6,7,-1
0xd185a341e2d30df901d4792f52af0265b45d7d9c,1,7,8,-1
0x6b3d1a37b5c01901341f01f4975d31bc5e6c3d81,1,4,4,0
0x0deae25fea08fe58a26e534799f96978887f59c7,0,0,0,0
0x6ae31db894147b502023367c40159a0b11cdf410,0,0,0,0
0xcc0d21e408a9fe1e1439da7d4d2a03c648c21031,1,5,3,2
0xd6a18fb812c446dbf1fc1aac0ed198dc3692fca2,0,0,0,0
0xac309be84f89996def603fa8c36127f092f29d58,1,2,2,0
0xcef154b4dfe2069ffbe02a7fcd3d7f9ed8abd23b,0,0,0,0
0x651a7b585bcd4f047ea09c117f4ae82da58f5650,1,1,1,0
0x89f076e8d3f0c9468a6c57f40bd2f25d053978be,0,0,0,0
0x39195c9d0cff7ad57fb64704f8854fb460246cd7,0,0,0,0
0x29b6a64c8e6921cebc81f55c8945e436595ab17a,1,24,3,21
0xd83256a8bb182e7be2382550ed24861c71108d35,1,1,0,1
0x13375c2d4dfbcec985d0fe6c628e39370bfd7875,0,0,0,0
0xea1b4d6c30b6e4a169e8a494bf94f4258c55cf02,1,4,1,3
0xe5cf09ee4cd03c9f2fc11b6887968a2ccc0f0219,1,1,0,1
0x94463b0cc86d7647ff4b3608eed9a3b44114f862,0,0,0,0
0xc7d5b575c6095104ab81d0aef81a2a2255ea325b,0,0,0,0
0xc5c226803f0d4609ff1dc5cda7c49dbfc06d2a7d,1,1,0,1
0x93617f17ad3cab75fdb71c1cbbc7cdfaf205cba7,1,1,0,1
0xa8fd9e35ccde36ce74e0c0007a7ff83bcd4219b2,0,0,0,0
0x4e42ff21c27593d5b84eec6288e931d7f0b78bfe,1,1,0,1
0xb24a4858da6a206b45e05aa53017ba92a19065e6,0,0,0,0
0x223ff7cdda3c230a28b684dd51c15ef250086e53,0,0,0,0
0x27243dfacd64e698220c963292263268015047da,1,4,1,3
0xc6a05139970ffc0179933a8803c824e87bb1d9de,1,1,1,0
0x50b29e368f28bffcd791f99966bfe0f41b56e698,0,0,0,0
0xd940aaf3354d798b0537fa3679eb44faa37b4225,1,4,5,-1
0xacd4ec996aad815efe72a11944188c6db6c30176,1,272,272,0
0xea5d806c8f2c31c3c9c2ef5031ca4c6af4c637fe,0,0,0,0
0x5f76299a22af594174a582119959b66af55c631e,1,1,1,0
0x77fefbc59cda90d50cd5cb0f866cdb526a1c2e1e,0,0,0,0
0x9e502172b8ff805b8a545827d0767d0a26ea2cef,1,51,10,41
0x93c7e0d4f52fdf234618e099acc455f3c13fa65c,1,25,26,-1
0x8033e9b365393de147e9d3d53d38b3da4de34631,0,0,0,0
0xbfb3c2cf90b17cabf40e73384e1fea5d64d83644,1,10,6,4
0x643a6b677d7b82374de4e269b275c6bc5044e696,1,16,7,9
0x4ebbbff7e4fb62cd751c9402d10a67fd763ef825,0,0,0,0
0x6aee39fae7ee5423ffa9ae24bfc23ad3a7d244b9,1,2,1,1
0x1f9f5a2511c4ca5b768dadd067bc19916dd59d88,0,0,0,0
0x9af45781671623d009d30672f25d851e888e3789,1,3,2,1
0xeb8dde8eff5c1dd298524e8eeb677cb394c49748,1,2,1,1
0x5b8a32154b6d2313f431f04d56fa6ebc33470c29,1,1,1,0
0x2c1e838961d919366dd5b7118b902c33a35eca9f,1,190,95,95
0xd547672249c07fe61e890711d51ee4669d217334,0,0,0,0
0xc30752d63a73a1ba5848c75bf185ecc05c7990b5,1,43,9,34
0x8d23a4356d5f7473811f183e56e0ad98809facd3,0,0,0,0
0xaf55d92810f534b43ac9e640d269b701cfcc9bdc,1,19,9,10
0x3103c84c86a534a4f10c3823606f2a5b90923924,0,0,0,0
0xdae0fd2ae7fcdfdacd57208c747b3e872f8821cf,0,0,0,0
0xee4c6232735b63796446c837e7f4b8bd299fc844,0,0,0,0
0xdc6a5b3da5c6c4ca0204bac74654be877eebec04,0,0,0,0
0x5c35d570b7aac04dbddd38eaca1aa775b5f4b0dd,1,4,1,3
0x98602c6cf663061a2800807f8b4b85c77be0a7c2,0,0,0,0
0x84050329f03e3baf87f1819cb0b0657710375203,0,0,0,0
0x18b74c139e04b8566050707d6eae86e7f5f4f9a9,0,0,0,0
0xeb18bba658f7af5ea27c52efe4ddf213b759aec5,0,0,0,0
0x57da34335b6bc8aa9f1d8a5613fd7204f86eab33,1,1,0,1
0x646afca1f4db745f7e305913df1c960af13f6f3f,0,0,0,0
0x9aa732992d8f90a79cd883005facaf72a575cbdc,1,1,0,1
0x7a8170b3ecf2b6850a62368879c8aa4fc1521106,1,8,5,3
0xaf84242d70ae9d268e2be3616ed497ba28a7b62c,1,2,2,0
0x1e295976ea9a93dec3cf80ecbbc1344798359995,0,0,0,0
0x5e4a179d6e64fbd64dbc75307aae3a28fcee63ce,0,0,0,0
0xe5a06e20128eabc614cbcea6754c4c918cbf4205,0,0,0,0
0x6877e9a0d649a9c59b2262653a9c15642bfe8d14,1,3,0,3
0x46de76a6099aba6612b684ea0a010eb0b742b395,0,0,0,0
0x09adf73c03d720ef2a40b8a656fddce0a1830293,1,2,0,2
0x2a50efcae54adef2f42d2c27eb3b256273ad2c83,0,0,0,0
0xd70e959f081ef866910dba84b9b1f60a35b73df2,0,0,0,0
0x85af1678527f63eb6492ab158ed5d2a94b8732c0,1,1,1,0
0xc77c6375e9fd581701425a6fb70bf371fb1cba28,0,0,0,0
0x2083a38d94b2d7716a1589ac599028d51a4c240e,1,2,4,-2
0xc00fc2775cce5b61ffd6ec1eec0de0119f25dc87,1,25,3,22
0x79176131ee0bfb211789679cc9c7c9f4fc6efef0,1,2,2,0
0xe9ad1e1d407c048246812035ed4b377d940c0dae,1,2,3,-1
0xc2458e55e8021c484b468f6a4ac858f6eb0e644b,1,2,2,0
0x501e9987bbf5140dab604f01c7f013aba6dd22b0,0,0,0,0
0xb94d0975f6ad08a41c45fe37c799d795485f518d,1,11,3,8
0x27462505c48409dee1e2c6f4d334d5f7039739f1,1,2,3,-1
0x46891da2185aa8691b1cca637cd32a54a998d690,1,30,9,21
0x23af7289f6bd6a85b8332e0b79148d1b6b64616b,0,0,0,0
0x17d065070486ca0fc8b4b382b946be79fb4ff10d,1,3,2,1
0x82795607db04bd122cefeb39f03ef00d5cedd44c,1,3,3,0
0xb2000890759ddbeba462b51bd0ca63d52b0f7665,1,1,1,0
0x886faa52466097f7835648c40642b383788e2899,1,1,1,0
0xbcf87a1646e05255196cb188757ce5ebe4331f09,0,0,0,0
0x028cc7ca670bc19249f8b74fc21c779ea3340c6a,0,0,0,0
0xa68fdc30fa98a55a139b8e32f9a601ab9bdcfac3,0,0,0,0
0xa704849d976ca38215a9c1298b2dc4767db8d03e,1,2,2,0
0x12fb8a80a55ac4a42990c8f2f8df11f3a45e0afd,1,1,1,0
0xd1f6a242b980a4a764cc97f1c22fbea918a4f997,0,0,0,0
0x30cd651a7e1e2eb06f419586cc996cba1e2ea733,1,1,1,0
0x32a0b7fe6c354b8333eb00096c62ba32062fccb8,0,0,0,0
0x60ef54d4943776cb6822d8181b8f86f5d830b850,0,0,0,0
0xcebf723c810419d94d0c1b35d5666e0488173a01,0,0,0,0
0xb8ab435512f1683ee744c128ea0cee738b4a9031,1,1,0,1
0xcf65b56f39a969e17330ae5773924c47646cbfaf,1,1,0,1
0x2a04d392ac65735fae85608afa9d918c659406a2,1,3,0,3
0x59070f02fa3693bb7af1a41e80cc0ae3f1509e4b,1,2,0,2
0x973f15da95d22222237f7b7c05c7406eec2fcd94,0,0,0,0
0xc3cb47f1d74abc82cc9acd748c9c6714f9c77eff,0,0,0,0
0xc87f61fc12c2b410aec2e182ba600e791438d84f,0,0,0,0
0x08c7772b99acdb0d58bcedf932f74468df74e663,0,0,0,0
0x9a5d2968b3374f46d0b5387a0e741374ded390c9,1,4,0,4
0x16ea164050bfa0e445197722f8fb1ce37cbd4c68,0,0,0,0
0xaa8119b5be01ef855e86277dba6c65484e5fa9d3,0,0,0,0
0xec43f3c3b0a07b6fa419b304b9e1c604520bc236,0,0,0,0
0x54d79943f5d12e6eaf48a51ea0be392b12305147,1,1,0,1
0xd50c46607b8c6aaa03c4cd2506e79a5df2b699bf,0,0,0,0
0xffb8c9ec9951b1d22ae0676a8965de43412ceb7d,1,1,0,1
0x44504f3fbd9904b8d33ce75192653604a8604e63,0,0,0,0
0x61ab218a4206bb9b2767383aafae7291d58818d8,0,0,0,0
0x1baf04d4cfb94a6eeb1ccbea9cdaa11ab9d64145,1,44,45,-1
0xe8d9945a620c58da13fe7d8c156ccf90b0e39c9b,1,5,3,2
0x7e4db5588f53e99acd93954551bcb3cd4063d1cd,0,0,0,0
0xf2e63f54194f1a0825f624f2347bc1ce5fce68fe,1,62,43,19
0x56e7d2972682af3bb51c9bb6a388c1de3224f7c8,1,17,11,6
0xf3d0cb1b3db63a5f98a0ecb05d0d9f263058b7cb,1,2,1,1
0x18625142e5e576c524329b2568884099e4d9cac1,1,30,13,17
0xa5fa09c780beefa663c8745450c659c63df568d2,1,1,1,0
0xf7476db5b717ac661c027e684456115ab1e728c3,1,2,1,1
0xf88a427c5bf29acf58497c0088cbf7ca9836b7b2,0,0,0,0
0x5231a3524f0695fc9369d10186f3f1102e32589f,1,4,1,3
0x9f129203ceb9c4984ca6b37d1b2c1a53ac59889a,1,11,6,5
0x80932473a47c6c3788ea4a949335b1c7cf226577,1,1,0,1
0x308b02c6a4e346f1f6fb5c7d79d0de2c4f3abb82,0,0,0,0
0x530ec4dfad3b90fa4aff1a4702c23624f22d6f30,0,0,0,0
0x339b7ba786e6cf938b34f81d7c9543264ddf73b7,0,0,0,0
0x137ce0706daa9b24244832e54e8cb4fd3ac1c12f,1,1,1,0
0x2e21576071a49e44cfcb58a257eaa68c9645c5b1,0,0,0,0
0x13fec67da1cc769fe7293ceeb7a5a483424d0d17,0,0,0,0
0x9628f11c8fbf15df1307ad5284398ad7dcdf573c,1,1,1,0
0xaf050b7d479080776287852b2b002a86fd998c93,1,1,0,1
0xeb4351d692619ba5d00febefeecdc38c1a26600c,1,2,0,2
0x63fb72ff2ed658d053399b6e15d044cd8ff2838d,0,0,0,0
0x5e3b0ce0c3212d70b27892426452db60cc35531e,0,0,0,0
0xe9c208e0887b94b8c81cbd7f3e5e10cf862d5360,1,1,0,1
0xf1154f32bb6f6e55b1d38878a07ec9814537f75e,0,0,0,0
0x61f6dfa108b8fb610fefacf08c5f439385fd1c28,0,0,0,0
0xe920788bcb947c31988c22d60765035b0681c367,0,0,0,0
0xb20d7fab518cd15107dec8dc65d28253e342f685,0,0,0,0
0x5a641c6fd5a473395355816ebc757b067ccaabe5,1,1,0,1
0xc4ddc2f471a476da1b906727072669f95d37c622,0,0,0,0
0xe0f1c3245c74fadd187da18d513b6c2f3fa860c2,0,0,0,0
0xacdaf3187e27cb193b67341a3c3676b5cc67d035,0,0,0,0
0x309d55e357f6361ddf20cc5d81a8c424c869b1cb,0,0,0,0
0xf6925aea9fec4db60f8a722056ae76961a4c945e,0,0,0,0
0xfbd079d71e751a431c3015c950812d8cd150ac99,0,0,0,0
0xbc07b0e8fe8574d22bda52cc0a0e5b5a2fbeb4b7,0,0,0,0
0xf48a321fa40a2eda1ba5765b619a0a37ab8ddfb2,1,2,1,1
0x5fe7aa0a278fcc17700de800544e6806e396ffc4,0,0,0,0
0x869b39f7bf3d320e2b6facfdebc0bd475bdec306,1,4,2,2
0xbe418db13b200617b7521b491378e307921470eb,0,0,0,0
0x2314ed6c3e79b05365fb14b6bb832f03555104eb,1,64,55,9
0x8bb8012ea1f6cc5b0e29f7afd17ebce8a5a7da37,0,0,0,0
0xa3b52f3e9d9855b8243ee63d015a13fde3bb7d5f,1,2,3,-1
0x0e61a8fb14f6ac999646212d30b2192cd02080dd,1,4,4,0
0xce4a3cf42687c08308641969b4ecd60293ed03ff,1,5,6,-1
0x66641d903db3bcad08d66cb222ed0a6205421ec7,1,16,8,8
0x94533f87b1f5230b2eeced55c9e7f7645b163fef,1,2,1,1
0xbc245efe168d04463d7dee47304b6bfbebc4089c,0,0,0,0
0xc05db9407b4c7fe50a658202c6e4eef1e287423c,1,3,1,2
0x66f4af55edc8f2afb43c2f8018b85dc863f4006f,1,1,1,0
0xefa555fb56a4677d38a84bccf8d5893d2836576a,0,0,0,0
0x396ae68e4526f1f46245283a066c912d4d4fd24e,0,0,0,0
0x41fb4eb5cb0f5c6954c2dd122b913409c2747c5c,1,2,1,1
0x3f17cf5336d1a0efe6b2b447dfd3b1f23e26c6ca,1,2,0,2
0xf1adefbb01834a910ead3aac26b49aa194a6b37a,0,0,0,0
0xf03c3f40348096bf2acf6565893f2cbb9f57e2be,1,1,0,1
0x4b17b32de85aa3636929ac2cc029b95173b2aee5,1,2,1,1
0xdd1922241992fd37dda92dff99964e4fc7c9ac42,1,1,0,1
0x1ea41a823c1ca8e1c59587ff1ec3fdd37c4c4636,1,2,2,0
0x017389d8542b201e4626dde118fd359b972c654d,1,19,1,18
0xb19e5a833e393a2a397010201318a1f046dc2886,0,0,0,0
0xea321b8ebbf72102a304e5f553a0bbe9c9b75d06,0,0,0,0
0x9b5749caf8236b0d10c2c5de5aaeb63dee6ce5f0,1,1,0,1
0xf6c589402278e88e48bcd6243ef3aa11a3eff2d6,0,0,0,0
0x48eab48966de2cf733ee3c372d55fd4afaa79fd6,1,3,1,2
0x05d45fdc1b293b3608552a501d697112d7cebd1e,1,1,0,1
0x2d69dcc9c19123b3029f563dd5c3661f7440fc6e,0,0,0,0
0x1cead3374a856061be00f5c6d2a035eedf1c3c76,0,0,0,0
0x9479cb18465b7025cf252ddb1f8617cd3635e8e6,0,0,0,0
0xe017cc7d5f411434f7a1df83e7bea252adf2d201,0,0,0,0
0x9a3310233aafe8930d63145cc821ff286c7829e1,0,0,0,0
0x055507d53967cf9885bda792fbf02530621010cf,0,0,0,0
0x69e7477b2ae2f0db6e2c3b54eb5c3cb746fc32b9,0,0,0,0
0x10b21432c20e5b86f9314fd07f61d961881bb0e1,0,0,0,0
0x674d2f87c5125a57f3308f26110cb53297067eac,0,0,0,0
0xcbcb913961dd4ad6946bd13ae9f53ada38cbb48e,0,0,0,0
0x8793a880c5f4c5580c2a9739caf351d308eb012d,0,0,0,0
0xc9d60680b0945587f78543ff1ff14b49ec41cf16,1,30,20,10
0x10e6f82763353eb8b0859e121cd1bd3ed6e7f7f5,0,0,0,0
0x32e7e72cf27e324560c4bd7df7ea42c7a091d49a,1,7,13,-6
0x279d84091e99daf1cbed178e4b5ef3718e52014a,1,5,5,0
0x3f1704a120b6d53478623c7ffb8825934193d65c,1,15,10,5
0x995c06b04fc53211110d02bdba73301c4990ebf0,1,9,7,2
0x4837c9e9fa3f9402244a266d451cc46a6aa0c935,1,1,3,-2
0x3bcfabbcb975da59346975162b9c12d62466c315,0,0,0,0
0xee29a79d48c2c453e941cdf165066e5d4091f1ad,1,4,1,3
0x28295c9585db3066e5a9b70024c81c8a3947e2fe,0,0,0,0
0xe7382a84177a40a4e6d0b257563ff9ed4087618a,1,2,2,0
0xacb4815059f9d06cee7d33194c456643a1fb7d45,0,0,0,0
0x0c1500c8db45e03751e94bb3410d2edfcf9f51f2,1,2,1,1
0x7e8b61e3728cb35f79e3eae190ea5a758073ca95,1,1,2,-1
0x974aaf9a8a2fb9b6aed9a84ad8bacfa1c7f29eb3,1,1,0,1
0xbcb21fce9a68748dfd2fbafb6ac94d537e71a44c,1,5,1,4
0x7ec1e82544b45a2a196c0e78c13744944f94210b,0,0,0,0
0xbd77c784614e95bff7c1511aa8f4c46a2d19f134,1,5,10,-5
0x598d086274ed5c7db7dd881cbed79f65b019a0be,1,4,0,4
0x0e0d4260540c13bf1f829512adf2ec6d6a73a1e7,1,5,0,5
0x4fe3da3fcf768ea63c0d03bdc84f205bf9ad1c4d,0,0,0,0
0x452e4d7fea55d8e329de4628cf016c4edf7dc723,0,0,0,0
0x4954c7d2e9c4454e126a067977d686b9cd6127f8,0,0,0,0
0xbeb8fd4683595145189b8a2b6168a711b4d44fc6,0,0,0,0
0xe33ac46e04915c0a4a1512474e1715480855fa40,0,0,0,0
0xcf8c7f3aef546992c9f8f42900b4ca245ceb5c88,1,3,2,1
0x74c6922eb918ae99d4743e0a757669412e6ad39f,0,0,0,0
0x516cd38e41f741d22a875b538da0826dfde2d52d,0,0,0,0
0x24d9db7c839262197b278a912ca0beefbfbc15a2,1,13,14,-1
0xdf76ed6ddce8c825e9f5a749355a2e54b9cd6302,1,1,0,1
0x4d918a4aaf735dedc39055b94b17c32ecd5e10ab,0,0,0,0
0x84ada6138918611029f836055afb0edc8f6912bd,0,0,0,0
0xb0b8b9f934a8ccf305e6114846b176d7bef9b2b1,0,0,0,0
0x3b111b6a30c64fd9afc0907df05b625f1fdf86b6,0,0,0,0
0x199cbc5b3d8053b2ec29bfcb20f9e56be69bfdc8,0,0,0,0
0x80ad7547d879ab0481eda439bf0514e02b0cc2b9,0,0,0,0
0x3f0627532929063da3f60c13e8548fe05f798653,0,0,0,0
0x13ae0d398076c65d74c3ef6d2036d82984b077ed,0,0,0,0
0x0617458eaff690e5fe41594b5af262f056bded23,1,3,1,2
0x6cfdad0772edc2ea15076a9706ec7c1f0a791ac1,1,5,4,1
0x4c12d5809ab5674d132de6fc00a76c2c79a99c5a,0,0,0,0
0x08b3931b2ae83113c711c92e1bb87989f1fab004,1,5,5,0
0x4949ae0e506f8ce1cb305810ce00bae56be6b085,0,0,0,0
0xbcee5c68e2f4b15c889f9eb7a436bbfbaabbd936,0,0,0,0
0xda50b582a639fee42ea7ca86fd9183a2d435ae22,1,16,16,0
0xb4522eb2ca49963de9c3dc69023cbe6d53489c98,1,1,1,0
0x411ec29a5619d17eee9623f1a9a74bcda5a2ca81,1,7,7,0
0x8072a79785418ab2920b354174d11d2ccd400148,0,0,0,0
0x49e3d0846c6e3d968201c1db375870e6a7386cc5,1,7,4,3
0x71eeaeb679b69d0773adb1923566c8390b10917a,1,3,1,2
0x7aed4270c0bccb3990e09a5d7f02fd378b477e7b,1,2,5,-3
0x20591fa56bbfd562da1013e156b12ee6c8ddc2fc,1,3,1,2
0x60e91e9a950d821dc1d0033e5c764e97295cd317,1,52,24,28
0x6d33a63b0c36cd18698f8973dd47c6364fd57617,1,3,1,2
0x2c843c4d8c1a5b48d7bd9f2eed678053ceb00af4,1,6,5,1
0x6ece332e1324fb0c080a6364e84171eec1571f5f,0,0,0,0
0xab0d6b3ca13f312ce97f4e0a31975d15e1a4e14f,0,0,0,0
0x605959ed62f5c80b9f9d964f835827db6adb15da,0,0,0,0
0xa37f39c248d65f5f07a0b65550faf63c267fbe0d,1,4,2,2
0xaf0af5a4a7b3e26359696ebc3d40cdb98f832376,1,37,12,25
0x68a7ac13477aad590982293feeeb786a00276cf2,0,0,0,0
0x57f697d30709c93410ac66c473c8be01dd5ef4b1,1,1,0,1
0xe0eda505fe162a4319ee1b887b1b598906e8ec4c,1,2,2,0
0x3c232f531c816979105ca30899df4229caf17abe,1,3,0,3
0x0f7d35a1b8127dc0750322f7e26e2230df0c9169,0,0,0,0
0xf6958e0d44dabf86ef74b5934f43cf9d0638e7c6,1,11,3,8
0x31f2e5f03e14ee83da3bf1d77989298495226776,1,8,0,8
0xce45d6c8af8da744f6030b30c2b107cbf18cafc9,0,0,0,0
0xa85291bcafb061e61edac9b234ccb27864d6c6a5,1,10,4,6
0x193f1dddffa7659bff6ffa0780b40827e24c1e4d,0,0,0,0
0xa12ba6be6382564a63f0fd9ac4a2c27883a4f74c,0,0,0,0
0xd98fdce2fef568dcbf4533f7a2d09d1a32912389,0,0,0,0
0x44bcd89d8534970351969cabdb82d9cdae07f9c0,0,0,0,0
0x6bff8fa6dd6c49f81b5dbeffca4a29d66cb4b08a,0,0,0,0
0x070330e027a3e4327ba69f0c8a1885df4b545837,1,1,0,1
0x7d2e569cfc76404e9665313198038cf22fee2269,0,0,0,0
0x891ad12fb10ca637d41a83f530b7dc207c91768b,0,0,0,0
0x52d0fc347560cc997f87984200f4a9344ecdc597,1,1,0,1
0xdb51d965bf960414199322ecc5bde50d3097f354,0,0,0,0
0xb83531c8a283b21f3c38295f8869f84b1543a36b,0,0,0,0
0xa08e42a2a50ef89cd937254823c789e2d87e4734,1,1,0,1
0x19d0dce4c69593e4f6bdc1196f0d0c670f680032,0,0,0,0
0x6ed450e062c20f929cb7ee72fcc53e9697980a18,0,0,0,0
0xeb927d88985f0b7f23bd734de271c34120418c8b,1,3,0,3
0xe3640ad213533495a275e48e9bcfeec4987bcb71,0,0,0,0
0xfa28e2f1bd87212afc52b4ef9aa83a2c26003454,0,0,0,0
0xb63e8a8d04999500a97470769d10c4395789836d,1,4,0,4
0x774073229cd5839f38f60f2b98be3c99dac9ad21,0,0,0,0
0x957fe1ed8a14b6803a657b2e211d1bbe875af1c3,1,3,3,0
0xe6cb101eba87c46db7bb1e27ad2bd73482837a1c,1,16,9,7
0x9e01357fb37d4d4c81f2f3807ac9fbbca094dfe8,0,0,0,0
0x1a415ef8730fb1d4bcb54d7f41b3115c62290da8,1,9,7,2
0x2bb8c39a899ddbe541d87f79687bc86cb3915b4f,1,1,2,-1
0x24c5207c3dbac05629b816ce1f7db17d00b29c15,0,0,0,0
0x9cf0b1ad309a9cb2e6d60c3774519b41aecdcce1,1,46,35,11
0xc6be36e90aa068526680f4e9c1e4f639cf0f5c51,0,0,0,0
0x364907f59aa84a8b55bf87b67be1ce11d11516b6,1,2,9,-7
0xea03e12329fa667201392a6c9f51402415dd3c2e,1,1,1,0
0xa64db3cdc36cb40e1a6c4d93333e9e1a7f23f47c,1,4,3,1
0x8fc1be9ad79dccdb0f8cf28558f5cf994b9c6c89,1,3,4,-1
0xb0e53aeb2c80ae71d4c762dd86789f86384a747e,1,1,1,0
0xc2ee0824265233f0ac4f7c40ee4f432730105b7a,1,5,0,5
0xffda397f3de16ec7dad3553c220a3b2b292e0255,1,2,2,0
0x82028b963b67914d4f67ec0b50ccf24e96dcdec5,1,4,5,-1
0xa808ba63710fb2f052871eddd6ac7f453df609ae,0,0,0,0
0xee55527cf8ea371ac9d574e7e861d28a27b241a4,1,2,2,0
0x0c4d9aab37fe770956da285c55c863fd114dafcc,0,0,0,0
0xac5f067b5dcff082c345d1c4209c78d060337fcc,0,0,0,0
0xd353bde2c00ca5ee95461031808ad34bcb2c78ca,0,0,0,0
0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,0,0,0,0
0xa2dcba7068d62bf5389bcd1a11cab502a2d3bca8,1,6,3,3
0xc1316be5a1e5f3fff862deb81f5e988c4fab4ebf,1,4,4,0
0xf0bea6f5bab274955ff9d587d49f6287878ef9c6,0,0,0,0
0x6bfa944d112ad577adbb2edd39457fa6152206ea,1,2,1,1
0x2d2f136749cfd05ff68a0aff788fd9d46b2a2250,1,5,1,4
0xa774e1668322d3df0a31ef052ff0f44551524e82,1,7,11,-4
0x09535d4a35e5f16aacff6af2166aff99ee49f56f,0,0,0,0
0xafff3113be5c3923e87ff4816b003116630dc571,1,4,5,-1
0xa7b8ee37d70172404ee32440c8dc3ed650ee2b2a,0,0,0,0
0xd18daedc7b8e685f18cb1ab447c74be75745d0b4,0,0,0,0
0x4b9f696c998f9549485a3a85dca692fd6cce491f,0,0,0,0
0x530e81d8e4c72eb2446b92cbe371d7014276954a,0,0,0,0
0x3753e4ab8fb6437a045a7790fc296ceffd6e4337,0,0,0,0
0x05296c03e59bb7a2fb0920e47a18044bab1ff632,1,1,1,0
0x444478ff49a4a113868b75c48f51b6bd717dfcaf,0,0,0,0
0xbcd69ce8027b930c7712290f4f0c1e8864382123,0,0,0,0
0x9d71657276a25c1d3b84e3cb570e58e5b51741f3,0,0,0,0
0x69726bd5df6deb7523a50ac951d8e6ae099b3cdd,1,1,0,1
0xd5b4c61395eba21331d14a9f1ebe3473c8caa26c,0,0,0,0
0xc1226d1274b1a5e0176de2e55c383a1fe55a08be,0,0,0,0
0xe7759c55dbcd4129b1a6fb2d8c8450501eaeef8f,0,0,0,0
0x7b6555058649a1a63a6ea4fc1eafd28e78949a0b,0,0,0,0
0xd63cf266fc40ff845f59ac0b7996c547b26c8721,0,0,0,0
0xaca93f003ee84d42beb18882da5e0ba23ad06881,1,1,0,1
0xf591d878608e2e5c7d4f1e499330f4ab9bbae37a,0,0,0,0
0x4589eb3b9d10ec32eb0255c2ef88a7c90e04ea17,1,11,18,-7
0x3647b8d438feb4af8d5a6873f51fd19e1782dae0,1,63,15,48
0x3d1d8735c69179793af35068f6fa3a28dc900309,1,1,1,0
0x9875094945893d40979e2858b6caf788dcce3368,0,0,0,0
0x892506d00d1dc137b566b75c9caf3db6b9405d13,1,11,7,4
0x70a003776fd6480839b15e562bc245776b27bf42,1,26,13,13
0xb8b4f4b00f794da295b0194f89a69972c9ef679d,0,0,0,0
0xfc1a94c1518ccebe356ce06834b9e8aea796d35f,1,3,1,2
0x4452170774bc1e12eb52b426dc74a7ec38b8c17a,1,1,1,0
