owner,bal0,tx_sent_count,wallet_age_days,ran,first_wd_hours,wd_win
0x4e0cfd6aab6b30ad7b3ebbb52587b777d0c65d43,1999985,827,1295,0,,0
0x8b8308e2a7b99e1c2cfe08f9a105f1def360c8b7,1999699.110165,30,115,1,8,2000786.476557
0x61880fdc75d754e4f8ccb442e3caae1c2b5f2b6f,1999000,51,423,0,,0
0x6abfd6139c7c3cc270ee2ce132e309f59caaf6a2,1997720.712814,0,,0,,0
0xe5350e927b904fdb4d2af55c566e269bb3df1941,1994288.7340849927,15951,992,0,,0
0xc77c6375e9fd581701425a6fb70bf371fb1cba28,1993791.824991,727,681,0,,0
0x8d6e701eedbb427625e07191df504b28de5c518d,1929413.597069,524,1335,0,,0
0xf086be411d6ded149c9361cace12b0f55def2412,1926591.9418880004,522,821,0,,0
0xa0a09ea9cc8defdf84aceb1ff9e77287fde76fb6,1912181.074284,96,580,0,,0
0xe98b2e58bab4cf89c8d0f96b2745886b9b3c58f1,1908644.5173829999,182,596,0,,0
0x60a71287353f3ac632f3e75fd1be532850aa5f4d,1896617.8508290001,5712,906,0,,0
0x01ee57dd61b7c139eca63caced3df62143ce6f5d,1886669.5555210002,113,347,0,,0
0x3fa930a14c9a35b6d4b3babaae395384eadd0d1f,1852600.150796,756,702,0,,0
0x7e5ec580faa8d6dffba066f964768f178e810ba4,1834830.830204999,440,700,0,,0
0x539f44f85d3db875b9065030d5a68eb17ac887ef,1829900.7383289998,578,236,0,,0
0x98fa411ab5f0bd2655f2499e35666e83835996bc,1827795.0425439999,337,1868,0,,0
0xe18a59a244e6137851ca8b0ecf57456183120907,1812076.8948580022,4437,293,0,,0
0xd0d7d6234abbcecee65deac189b4c1c097315f8a,1777774.51,9,542,0,,0
0x54a85cfdb41f0b4f9001b4837e594940d375ed37,1750277.569825,2917,861,0,,0
0x324597ba077df37fd4761e0db96e8d6f85300b85,1739715.1523850001,314,315,0,,0
0x551b30bc933e26e098bd2e68d436c24ed39b7312,1716086.378652,175,245,1,131,1000000
0x113431ec7f7a747b61fc8dc2c7f0afbdbcac81ff,1711432.7539350002,291,663,0,,0
0x7e150fe83c1c429d27a7cd04172e892c3dbc507a,1702859.385563,0,,0,,0
0x9ec461b869363a210415778f590c66f262a42c55,1691677.548783,98,560,0,,0
0x1ffb2bc45d28fadfdc2dd569c5f5b6e506047829,1691099.293384001,1556,807,0,,0
0x9052ed2b33fd19c36f7f1e4f0e965cb3d9a16c16,1689630.125217,238,117,0,,0
0xc717a9f91b6e292a643401f02a3a1f5474f81f00,1655034.8899520002,567,937,0,,0
0x94a52c3370647397ec698c830732fabaacfe16cf,1653534.70088,56,478,0,,0
0xe9ad1e1d407c048246812035ed4b377d940c0dae,1652508.2141790006,79,468,0,,0
0x46891da2185aa8691b1cca637cd32a54a998d690,1648908.008098,439,2055,0,,0
0xc4e866cf9dfa2c1b827c671dee36365f8189a6b0,1640290.1959749998,259,221,0,,0
0xd6dbed6297b539a11f1aab7907e7df7d9ffeda7e,1636006.9570569987,5293,849,0,,0
0x044b48e46b0b7b8b639364cc90875a0f7d4537ec,1625663.2678,0,,0,,0
0xc19e5fefd632c66e12decb16827669d53082aed6,1619430.303209,318,762,0,,0
0x1f8dec5061b0d9bf17e5828f249142b39dab84b4,1617190.494011999,1501,1015,0,,0
0xcb2719f9a92ad588f71775f39da403c47731996f,1600000,232,465,0,,0
0x92897b003973a806caf38cb607c15db11c191dc1,1598179.6296950001,0,,0,,0
0x87e6888935180a9b27a9b48b75c9b779bfec1f76,1586530.405534,2116,1179,0,,0
0xd79fe5ca182b112e62d1466068b572493b88cb24,1576653.6789290006,1314,1904,1,8,62900
0x8d9f950c23b73edf79ce52f74c6fb589cd2cbd90,1561177.7421,2433,1747,0,,0
0x4be62b7de5f4544d35300bf7de9114e997c5c5e1,1554249.815498,13,181,0,,0
