day,inflow_usdc,outflow_usdc,net_usdc,n_deposits,n_withdraws,n_dep_users,n_wd_users
2021-08-03 00:00:00.000 UTC,201154116.35143203,37613420.37635,163540695.97508204,99,113,59,55
2021-08-04 00:00:00.000 UTC,21843376.978391,60178851.279192016,-38335474.30080102,62,94,39,50
2021-08-05 00:00:00.000 UTC,18745718.411260996,31948441.096606005,-13202722.685345009,63,118,42,60
2021-08-06 00:00:00.000 UTC,71756682.57038799,176425026.11831504,-104668343.54792705,101,100,52,48
2021-08-07 00:00:00.000 UTC,27483120.698414996,24395091.412171006,3088029.28624399,103,87,49,51
2021-08-08 00:00:00.000 UTC,32642334.79388801,32046959.01699899,595375.7768890187,138,111,70,55
2021-08-09 00:00:00.000 UTC,377647113.02742195,26172320.95710299,351474792.07031894,112,113,61,66
2021-08-10 00:00:00.000 UTC,37734819.558570996,23217799.262132004,14517020.296438992,67,106,49,49
2021-08-11 00:00:00.000 UTC,217082843.68700898,291019224.912416,-73936381.225407,51,109,36,66
2021-08-12 00:00:00.000 UTC,24493429.401567,56848186.31525199,-32354756.91368499,88,77,44,45
2021-08-13 00:00:00.000 UTC,123432043.72679898,403277266.095515,-279845222.368716,52,83,36,46
2021-08-14 00:00:00.000 UTC,329411238.331315,31896435.54786301,297514802.783452,70,61,40,41
2021-08-15 00:00:00.000 UTC,7200283.853067999,17675541.807279997,-10475257.954211999,53,59,30,41
2021-08-16 00:00:00.000 UTC,58493616.457935005,51113315.90603701,7380300.551897995,53,63,32,41
2021-08-17 00:00:00.000 UTC,57759340.54625599,33323819.582265,24435520.96399099,81,75,48,42
2021-08-18 00:00:00.000 UTC,10500949.148787,13805403.608371,-3304454.4595840015,71,80,43,45
2021-08-19 00:00:00.000 UTC,27342762.17016299,21157602.093389,6185160.07677399,82,94,50,55
2021-08-20 00:00:00.000 UTC,38799274.947854005,237528616.65662497,-198729341.70877096,68,147,52,75
2021-08-21 00:00:00.000 UTC,43983234.271786,72516635.36051,-28533401.08872401,73,71,58,46
2021-08-22 00:00:00.000 UTC,21940395.565984998,27526041.445801,-5585645.879816003,83,64,64,44
2021-08-23 00:00:00.000 UTC,127343376.01806499,36916385.333421014,90426990.68464398,68,63,58,39
2021-08-24 00:00:00.000 UTC,53730047.92947899,114022056.92209202,-60292008.99261303,58,46,40,37
2021-08-25 00:00:00.000 UTC,35388758.785078995,37056762.282129996,-1668003.4970510006,57,52,40,35
2021-08-26 00:00:00.000 UTC,33621553.41708899,19024014.420988,14597538.996100992,54,40,36,29
2021-08-27 00:00:00.000 UTC,15016821.738775998,21581223.274783004,-6564401.536007006,40,57,32,24
2021-08-28 00:00:00.000 UTC,8059299.514403003,19091277.750626,-11031978.236222997,31,28,26,23
2021-08-29 00:00:00.000 UTC,14015511.471600004,11666071.215836003,2349440.255764,63,51,37,34
