ts,price
2023-03-13 15:07:00.000 UTC,0.9944
2023-03-13 15:08:00.000 UTC,0.9944
2023-03-13 15:09:00.000 UTC,0.9944
2023-03-13 15:10:00.000 UTC,0.994915
2023-03-13 15:11:00.000 UTC,0.994915
2023-03-13 15:12:00.000 UTC,0.994915
2023-03-13 15:13:00.000 UTC,0.994915
2023-03-13 15:14:00.000 UTC,0.994915
2023-03-13 15:15:00.000 UTC,0.997167
2023-03-13 15:16:00.000 UTC,0.997167
2023-03-13 15:17:00.000 UTC,0.997167
2023-03-13 15:18:00.000 UTC,0.997167
2023-03-13 15:19:00.000 UTC,0.997167
2023-03-13 15:20:00.000 UTC,0.99615
2023-03-13 15:21:00.000 UTC,0.99615
2023-03-13 15:22:00.000 UTC,0.99615
2023-03-13 15:23:00.000 UTC,0.99615
2023-03-13 15:24:00.000 UTC,0.99615
2023-03-13 15:25:00.000 UTC,0.995216
2023-03-13 15:26:00.000 UTC,0.995216
2023-03-13 15:27:00.000 UTC,0.995216
2023-03-13 15:28:00.000 UTC,0.995216
2023-03-13 15:29:00.000 UTC,0.995216
2023-03-13 15:30:00.000 UTC,0.995311
2023-03-13 15:31:00.000 UTC,0.995311
2023-03-13 15:32:00.000 UTC,0.995311
2023-03-13 15:33:00.000 UTC,0.995311
2023-03-13 15:34:00.000 UTC,0.995311
2023-03-13 15:35:00.000 UTC,0.996347
2023-03-13 15:36:00.000 UTC,0.996347
2023-03-13 15:37:00.000 UTC,0.996347
2023-03-13 15:38:00.000 UTC,0.996347
2023-03-13 15:39:00.000 UTC,0.996347
2023-03-13 15:40:00.000 UTC,0.994183
2023-03-13 15:41:00.000 UTC,0.994183
2023-03-13 15:42:00.000 UTC,0.994183
2023-03-13 15:43:00.000 UTC,0.994183
2023-03-13 15:44:00.000 UTC,0.994183
2023-03-13 15:45:00.000 UTC,0.994511
2023-03-13 15:46:00.000 UTC,0.994511
2023-03-13 15:47:00.000 UTC,0.994511
2023-03-13 15:48:00.000 UTC,0.994511
2023-03-13 15:49:00.000 UTC,0.994511
2023-03-13 15:50:00.000 UTC,0.995429
2023-03-13 15:51:00.000 UTC,0.995429
2023-03-13 15:52:00.000 UTC,0.995429
2023-03-13 15:53:00.000 UTC,0.995429
2023-03-13 15:54:00.000 UTC,0.995429
2023-03-13 15:55:00.000 UTC,0.995612
2023-03-13 15:56:00.000 UTC,0.995612
2023-03-13 15:57:00.000 UTC,0.995612
2023-03-13 15:58:00.000 UTC,0.995612
2023-03-13 15:59:00.000 UTC,0.995612
2023-03-13 16:00:00.000 UTC,0.995376
2023-03-13 16:01:00.000 UTC,0.995376
2023-03-13 16:02:00.000 UTC,0.995376
2023-03-13 16:03:00.000 UTC,0.995376
2023-03-13 16:04:00.000 UTC,0.995376
2023-03-13 16:05:00.000 UTC,0.995871
2023-03-13 16:06:00.000 UTC,0.995871
2023-03-13 16:07:00.000 UTC,0.995871
2023-03-13 16:08:00.000 UTC,0.995871
2023-03-13 16:09:00.000 UTC,0.995871
2023-03-13 16:10:00.000 UTC,0.995863
2023-03-13 16:11:00.000 UTC,0.995863
2023-03-13 16:12:00.000 UTC,0.995863
2023-03-13 16:13:00.000 UTC,0.995863
2023-03-13 16:14:00.000 UTC,0.995863
2023-03-13 16:15:00.000 UTC,0.996676
2023-03-13 16:16:00.000 UTC,0.996676
2023-03-13 16:17:00.000 UTC,0.996676
2023-03-13 16:18:00.000 UTC,0.996676
2023-03-13 16:19:00.000 UTC,0.996676
2023-03-13 16:20:00.000 UTC,0.996095
2023-03-13 16:21:00.000 UTC,0.996095
2023-03-13 16:22:00.000 UTC,0.996095
2023-03-13 16:23:00.000 UTC,0.996095
2023-03-13 16:24:00.000 UTC,0.996095
2023-03-13 16:25:00.000 UTC,0.99657
2023-03-13 16:26:00.000 UTC,0.99657
2023-03-13 16:27:00.000 UTC,0.99657
2023-03-13 16:28:00.000 UTC,0.99657
2023-03-13 16:29:00.000 UTC,0.99657
2023-03-13 16:30:00.000 UTC,0.99659
2023-03-13 16:31:00.000 UTC,0.99659
2023-03-13 16:32:00.000 UTC,0.99659
2023-03-13 16:33:00.000 UTC,0.99659
2023-03-13 16:34:00.000 UTC,0.99659
2023-03-13 16:35:00.000 UTC,0.996271
2023-03-13 16:36:00.000 UTC,0.996271
2023-03-13 16:37:00.000 UTC,0.996271
2023-03-13 16:38:00.000 UTC,0.996271
2023-03-13 16:39:00.000 UTC,0.996271
2023-03-13 16:40:00.000 UTC,0.995602
2023-03-13 16:41:00.000 UTC,0.995602
2023-03-13 16:42:00.000 UTC,0.995602
2023-03-13 16:43:00.000 UTC,0.995602
2023-03-13 16:44:00.000 UTC,0.995602
2023-03-13 16:45:00.000 UTC,0.994787
2023-03-13 16:46:00.000 UTC,0.994787
2023-03-13 16:47:00.000 UTC,0.994787
2023-03-13 16:48:00.000 UTC,0.994787
2023-03-13 16:49:00.000 UTC,0.994787
2023-03-13 16:50:00.000 UTC,0.994905
2023-03-13 16:51:00.000 UTC,0.994905
2023-03-13 16:52:00.000 UTC,0.994905
2023-03-13 16:53:00.000 UTC,0.994905
2023-03-13 16:54:00.000 UTC,0.994905
2023-03-13 16:55:00.000 UTC,0.994797
2023-03-13 16:56:00.000 UTC,0.994797
2023-03-13 16:57:00.000 UTC,0.994797
2023-03-13 16:58:00.000 UTC,0.994797
2023-03-13 16:59:00.000 UTC,0.994797
2023-03-13 17:00:00.000 UTC,0.996783
2023-03-13 17:01:00.000 UTC,0.996783
2023-03-13 17:02:00.000 UTC,0.996783
2023-03-13 17:03:00.000 UTC,0.996783
2023-03-13 17:04:00.000 UTC,0.996783
2023-03-13 17:05:00.000 UTC,0.996749
2023-03-13 17:06:00.000 UTC,0.996749
2023-03-13 17:07:00.000 UTC,0.996749
2023-03-13 17:08:00.000 UTC,0.996749
2023-03-13 17:09:00.000 UTC,0.996749
2023-03-13 17:10:00.000 UTC,0.996056
2023-03-13 17:11:00.000 UTC,0.996056
2023-03-13 17:12:00.000 UTC,0.996056
2023-03-13 17:13:00.000 UTC,0.996056
2023-03-13 17:14:00.000 UTC,0.996056
2023-03-13 17:15:00.000 UTC,0.995814
2023-03-13 17:16:00.000 UTC,0.995814
2023-03-13 17:17:00.000 UTC,0.995814
2023-03-13 17:18:00.000 UTC,0.995814
2023-03-13 17:19:00.000 UTC,0.995814
2023-03-13 17:20:00.000 UTC,0.995894
2023-03-13 17:21:00.000 UTC,0.995894
2023-03-13 17:22:00.000 UTC,0.995894
2023-03-13 17:23:00.000 UTC,0.995894
2023-03-13 17:24:00.000 UTC,0.995894
2023-03-13 17:25:00.000 UTC,0.995778
2023-03-13 17:26:00.000 UTC,0.995778
2023-03-13 17:27:00.000 UTC,0.995778
2023-03-13 17:28:00.000 UTC,0.995778
2023-03-13 17:29:00.000 UTC,0.995778
2023-03-13 17:30:00.000 UTC,0.995843
2023-03-13 17:31:00.000 UTC,0.995843
2023-03-13 17:32:00.000 UTC,0.995843
2023-03-13 17:33:00.000 UTC,0.995843
